epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,951.719,0.42508,0.34414,0.93533,0.85901,0.69893,0.78437,0.59259,0.87852,0.79686,1.18828,0.000173451,0.000173451,0.000173451
183,957.274,0.43394,0.34692,0.95135,0.86392,0.70575,0.79162,0.59788,0.88792,0.79656,1.2047,0.0001652,0.0001652,0.0001652
184,962.972,0.41966,0.34217,0.94034,0.88373,0.67923,0.79451,0.59798,0.88063,0.78976,1.192,0.000156948,0.000156948,0.000156948
185,967.538,0.42423,0.34642,0.94754,0.85303,0.70731,0.79827,0.60572,0.86544,0.76424,1.17727,0.000148696,0.000148696,0.000148696
186,972.494,0.42076,0.349,0.93496,0.83311,0.73666,0.79804,0.60395,0.86031,0.75066,1.18461,0.000140445,0.000140445,0.000140445
187,977.742,0.41937,0.34625,0.94508,0.84564,0.73422,0.79934,0.60499,0.85872,0.73205,1.18294,0.000132193,0.000132193,0.000132193
188,982.12,0.42857,0.3527,0.93916,0.83542,0.74119,0.80166,0.6108,0.85154,0.72922,1.18054,0.000123941,0.000123941,0.000123941
189,986.641,0.41903,0.33269,0.93115,0.84547,0.73635,0.80347,0.61313,0.84573,0.73888,1.17403,0.00011569,0.00011569,0.00011569
190,991.043,0.42326,0.35089,0.95143,0.84427,0.73683,0.80512,0.61514,0.84645,0.73933,1.17029,0.000107438,0.000107438,0.000107438
191,1086.1,0.42009,0.3575,0.91341,0.83135,0.74936,0.80901,0.61526,0.84716,0.73408,1.17529,9.91865e-05,9.91865e-05,9.91865e-05
192,1090.9,0.39087,0.31854,0.90856,0.83759,0.74222,0.81213,0.61765,0.85194,0.74651,1.175,9.09349e-05,9.09349e-05,9.09349e-05
193,1095.58,0.39732,0.30595,0.89911,0.86901,0.72223,0.81048,0.61516,0.84939,0.75787,1.16874,8.26832e-05,8.26832e-05,8.26832e-05
194,1100.07,0.37427,0.28994,0.87723,0.8749,0.73572,0.80714,0.61449,0.84032,0.76111,1.16229,7.44316e-05,7.44316e-05,7.44316e-05
195,1104.64,0.39847,0.3048,0.90219,0.87317,0.73183,0.80892,0.61943,0.83572,0.76881,1.15607,6.61799e-05,6.61799e-05,6.61799e-05
196,1109.27,0.3812,0.29451,0.88777,0.85101,0.73652,0.80729,0.62096,0.83311,0.76265,1.15348,5.79283e-05,5.79283e-05,5.79283e-05
197,1113.85,0.3751,0.28179,0.88362,0.85046,0.72924,0.80862,0.61962,0.83753,0.76151,1.15453,4.96766e-05,4.96766e-05,4.96766e-05
198,1119.33,0.38078,0.28528,0.89862,0.84063,0.73592,0.80538,0.61919,0.84596,0.765,1.16126,4.1425e-05,4.1425e-05,4.1425e-05
199,1124.05,0.377,0.29531,0.89638,0.84424,0.73432,0.80552,0.61908,0.84792,0.76195,1.16183,3.31733e-05,3.31733e-05,3.31733e-05
200,1128.82,0.36268,0.28702,0.88437,0.84533,0.72989,0.80648,0.61835,0.85457,0.77044,1.16506,2.49217e-05,2.49217e-05,2.49217e-05
